name,junctions,edges,length
Dejvice,95,184,15141
default_sg,73,121,9872
flow_name,from,to,duration,per_minute,total
exponential_flow,15,73,3600,12.7,761
exponential_flow,69,81,3600,22.8,1366
uniform_flow,78,19,3600,14.8,886
uniform_flow,83,70,3600,20.1,1206
name,total_results,initial_results,problem_count
14_02_01_dejvice_default_planned,120,120,120
name,routeLength,speed,duration,waitingTime,timeLoss,departDelay,departDelayWaiting,totalTravelTime,totalDepartDelay
14_02_01_dejvice,1234.50,3.04,979.65,740.74,874.59,7180.61,-1.00,4133131.00,30294984.00
default_planned_1,1293.58,4.03,791.49,593.80,694.80,4862.72,-1.00,3339281.00,20515814.00
