name,junctions,edges,length
Dejvice,95,184,15141
default_sg,73,129,10439
flow_name,from,to,duration,per_minute,total
exponential_flow,15,73,3600,16.3,977
exponential_flow,83,70,3600,18.0,1081
exponential_flow,78,19,3600,13.7,819
uniform_flow,69,81,3600,11.7,699
name,total_results,initial_results,problem_count
15_29_41_dejvice_default_planned,120,120,120
name,routeLength,speed,duration,waitingTime,timeLoss,departDelay,departDelayWaiting,totalTravelTime,totalDepartDelay
15_29_41_dejvice,1309.17,2.48,1186.56,911.47,1077.96,6613.51,-1.00,4243129.00,23649921.00
default_planned_1,1346.35,4.33,1067.21,838.40,971.03,4316.98,-1.00,3816344.00,15437506.00
