name,junctions,edges,length
Sydney,441,1061,106541
default_sg,149,277,26070
flow_name,from,to,duration,per_minute,total
exponential_flow,357,315,3600,11.8,706
exponential_flow,241,316,3600,20.1,1207
exponential_flow,292,357,3600,16.3,977
name,total_results,initial_results,problem_count
22_03_02_sydney_static_default_planned,70,70,120
name,routeLength,speed,duration,waitingTime,timeLoss,departDelay,departDelayWaiting,totalTravelTime,totalDepartDelay
22_03_02_sydney_static,2457.19,4.68,663.82,342.93,490.24,612.59,-1.00,1918454.00,1770371.00
default_planned_1,2610.63,4.43,692.22,347.37,506.38,604.11,-1.00,2000513.00,1745872.00
